17,Pidgeotto,Normal,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/pidgeotto.png,349,63,60,55,50,50,71
18,Pidgeot,Normal,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/pidgeot.png,479,83,80,75,70,70,101
18,Pidgeot,Normal,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/pidgeot-mega.png,579,83,80,80,135,80,121
19,Rattata,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/rattata.png,253,30,56,35,25,35,72
19,Rattata,Dark,Normal,https://img.pokemondb.net/sprites/sword-shield/icon/rattata-alolan.png,253,30,56,35,25,35,72
20,Raticate,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/raticate.png,413,55,81,60,50,70,97
20,Raticate,Dark,Normal,https://img.pokemondb.net/sprites/sword-shield/icon/raticate-alolan.png,413,75,71,70,40,80,77
21,Spearow,Normal,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/spearow.png,262,40,60,30,31,31,70
22,Fearow,Normal,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/fearow.png,442,65,90,65,61,61,100
23,Ekans,Poison,,https://img.pokemondb.net/sprites/sword-shield/icon/ekans.png,288,35,60,44,40,54,55
24,Arbok,Poison,,https://img.pokemondb.net/sprites/sword-shield/icon/arbok.png,448,60,95,69,65,79,80
25,Pikachu,Electric,,https://img.pokemondb.net/sprites/sword-shield/icon/pikachu.png,320,35,55,40,50,50,90
25,Pikachu,Electric,,https://img.pokemondb.net/sprites/sword-shield/icon/pikachu-lets-go.png,430,45,80,50,75,60,120
26,Raichu,Electric,,https://img.pokemondb.net/sprites/sword-shield/icon/raichu.png,485,60,90,55,90,80,110
26,Raichu,Electric,Psychic,https://img.pokemondb.net/sprites/sword-shield/icon/raichu-alolan.png,485,60,85,50,95,85,110
27,Sandshrew,Ground,,https://img.pokemondb.net/sprites/sword-shield/icon/sandshrew.png,300,50,75,85,20,30,40
27,Sandshrew,Ice,Steel,https://img.pokemondb.net/sprites/sword-shield/icon/sandshrew-alolan.png,300,50,75,90,10,35,40
28,Sandslash,Ground,,https://img.pokemondb.net/sprites/sword-shield/icon/sandslash.png,450,75,100,110,45,55,65
28,Sandslash,Ice,Steel,https://img.pokemondb.net/sprites/sword-shield/icon/sandslash-alolan.png,450,75,100,120,25,65,65
29,Nidoran♀,Poison,,https://img.pokemondb.net/sprites/sword-shield/icon/nidoran-f.png,275,55,47,52,40,40,41
30,Nidorina,Poison,,https://img.pokemondb.net/sprites/sword-shield/icon/nidorina.png,365,70,62,67,55,55,56
31,Nidoqueen,Poison,Ground,https://img.pokemondb.net/sprites/sword-shield/icon/nidoqueen.png,505,90,92,87,75,85,76
32,Nidoran♂,Poison,,https://img.pokemondb.net/sprites/sword-shield/icon/nidoran-m.png,273,46,57,40,40,40,50
33,Nidorino,Poison,,https://img.pokemondb.net/sprites/sword-shield/icon/nidorino.png,365,61,72,57,55,55,65
34,Nidoking,Poison,Ground,https://img.pokemondb.net/sprites/sword-shield/icon/nidoking.png,505,81,102,77,85,75,85
35,Clefairy,Fairy,,https://img.pokemondb.net/sprites/sword-shield/icon/clefairy.png,323,70,45,48,60,65,35
36,Clefable,Fairy,,https://img.pokemondb.net/sprites/sword-shield/icon/clefable.png,483,95,70,73,95,90,60
37,Vulpix,Fire,,https://img.pokemondb.net/sprites/sword-shield/icon/vulpix.png,299,38,41,40,50,65,65
37,Vulpix,Ice,,https://img.pokemondb.net/sprites/sword-shield/icon/vulpix-alolan.png,299,38,41,40,50,65,65
38,Ninetales,Fire,,https://img.pokemondb.net/sprites/sword-shield/icon/ninetales.png,505,73,76,75,81,100,100
38,Ninetales,Ice,Fairy,https://img.pokemondb.net/sprites/sword-shield/icon/ninetales-alolan.png,505,73,67,75,81,100,109
39,Jigglypuff,Normal,Fairy,https://img.pokemondb.net/sprites/sword-shield/icon/jigglypuff.png,270,115,45,20,45,25,20
40,Wigglytuff,Normal,Fairy,https://img.pokemondb.net/sprites/sword-shield/icon/wigglytuff.png,435,140,70,45,85,50,45
41,Zubat,Poison,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/zubat.png,245,40,45,35,30,40,55
42,Golbat,Poison,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/golbat.png,455,75,80,70,65,75,90
43,Oddish,Grass,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/oddish.png,320,45,50,55,75,65,30
44,Gloom,Grass,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/gloom.png,395,60,65,70,85,75,40
45,Vileplume,Grass,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/vileplume.png,490,75,80,85,110,90,50
46,Paras,Bug,Grass,https://img.pokemondb.net/sprites/sword-shield/icon/paras.png,285,35,70,55,45,55,25
47,Parasect,Bug,Grass,https://img.pokemondb.net/sprites/sword-shield/icon/parasect.png,405,60,95,80,60,80,30
48,Venonat,Bug,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/venonat.png,305,60,55,50,40,55,45
49,Venomoth,Bug,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/venomoth.png,450,70,65,60,90,75,90
50,Diglett,Ground,,https://img.pokemondb.net/sprites/sword-shield/icon/diglett.png,265,10,55,25,35,45,95
50,Diglett,Ground,Steel,https://img.pokemondb.net/sprites/sword-shield/icon/diglett-alolan.png,265,10,55,30,35,45,90
51,Dugtrio,Ground,,https://img.pokemondb.net/sprites/sword-shield/icon/dugtrio.png,425,35,100,50,50,70,120
51,Dugtrio,Ground,Steel,https://img.pokemondb.net/sprites/sword-shield/icon/dugtrio-alolan.png,425,35,100,60,50,70,110
52,Meowth,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/meowth.png,290,40,45,35,40,40,90
52,Meowth,Dark,,https://img.pokemondb.net/sprites/sword-shield/icon/meowth-alolan.png,290,40,35,35,50,40,90
52,Meowth,Steel,,https://img.pokemondb.net/sprites/sword-shield/icon/meowth-galarian.png,290,50,65,55,40,40,40
53,Persian,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/persian.png,440,65,70,60,65,65,115
53,Persian,Dark,,https://img.pokemondb.net/sprites/sword-shield/icon/persian-alolan.png,440,65,60,60,75,65,115
54,Psyduck,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/psyduck.png,320,50,52,48,65,50,55
55,Golduck,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/golduck.png,500,80,82,78,95,80,85
56,Mankey,Fighting,,https://img.pokemondb.net/sprites/sword-shield/icon/mankey.png,305,40,80,35,35,45,70
57,Primeape,Fighting,,https://img.pokemondb.net/sprites/sword-shield/icon/primeape.png,455,65,105,60,60,70,95
58,Growlithe,Fire,,https://img.pokemondb.net/sprites/sword-shield/icon/growlithe.png,350,55,70,45,70,50,60
59,Arcanine,Fire,,https://img.pokemondb.net/sprites/sword-shield/icon/arcanine.png,555,90,110,80,100,80,95
60,Poliwag,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/poliwag.png,300,40,50,40,40,40,90
61,Poliwhirl,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/poliwhirl.png,385,65,65,65,50,50,90
62,Poliwrath,Water,Fighting,https://img.pokemondb.net/sprites/sword-shield/icon/poliwrath.png,510,90,95,95,70,90,70
63,Abra,Psychic,,https://img.pokemondb.net/sprites/sword-shield/icon/abra.png,310,25,20,15,105,55,90
64,Kadabra,Psychic,,https://img.pokemondb.net/sprites/sword-shield/icon/kadabra.png,400,40,35,30,120,70,105
65,Alakazam,Psychic,,https://img.pokemondb.net/sprites/sword-shield/icon/alakazam.png,500,55,50,45,135,95,120
65,Alakazam,Psychic,,https://img.pokemondb.net/sprites/sword-shield/icon/alakazam-mega.png,600,55,50,65,175,105,150
66,Machop,Fighting,,https://img.pokemondb.net/sprites/sword-shield/icon/machop.png,305,70,80,50,35,35,35
67,Machoke,Fighting,,https://img.pokemondb.net/sprites/sword-shield/icon/machoke.png,405,80,100,70,50,60,45
68,Machamp,Fighting,,https://img.pokemondb.net/sprites/sword-shield/icon/machamp.png,505,90,130,80,65,85,55
69,Bellsprout,Grass,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/bellsprout.png,300,50,75,35,70,30,40
70,Weepinbell,Grass,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/weepinbell.png,390,65,90,50,85,45,55
71,Victreebel,Grass,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/victreebel.png,490,80,105,65,100,70,70
72,Tentacool,Water,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/tentacool.png,335,40,40,35,50,100,70
73,Tentacruel,Water,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/tentacruel.png,515,80,70,65,80,120,100
74,Geodude,Rock,Ground,https://img.pokemondb.net/sprites/sword-shield/icon/geodude.png,300,40,80,100,30,30,20
74,Geodude,Rock,Electric,https://img.pokemondb.net/sprites/sword-shield/icon/geodude-alolan.png,300,40,80,100,30,30,20
75,Graveler,Rock,Ground,https://img.pokemondb.net/sprites/sword-shield/icon/graveler.png,390,55,95,115,45,45,35
75,Graveler,Rock,Electric,https://img.pokemondb.net/sprites/sword-shield/icon/graveler-alolan.png,390,55,95,115,45,45,35
76,Golem,Rock,Ground,https://img.pokemondb.net/sprites/sword-shield/icon/golem.png,495,80,120,130,55,65,45
76,Golem,Rock,Electric,https://img.pokemondb.net/sprites/sword-shield/icon/golem-alolan.png,495,80,120,130,55,65,45
77,Ponyta,Fire,,https://img.pokemondb.net/sprites/sword-shield/icon/ponyta.png,410,50,85,55,65,65,90
77,Ponyta,Psychic,,https://img.pokemondb.net/sprites/sword-shield/icon/ponyta-galarian.png,410,50,85,55,65,65,90
78,Rapidash,Fire,,https://img.pokemondb.net/sprites/sword-shield/icon/rapidash.png,500,65,100,70,80,80,105
78,Rapidash,Psychic,Fairy,https://img.pokemondb.net/sprites/sword-shield/icon/rapidash-galarian.png,500,65,100,70,80,80,105
79,Slowpoke,Water,Psychic,https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke.png,315,90,65,65,40,40,15
79,Slowpoke,Psychic,,https://img.pokemondb.net/s.png,315,90,65,65,40,40,15
80,Slowbro,Water,Psychic,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro.png,490,95,75,110,100,80,30
80,Slowbro,Water,Psychic,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-mega.png,590,95,75,180,130,80,30
80,Slowbro,Poison,Psychic,https://img.pokemondb.net/s.png,490,95,100,95,100,70,30
81,Magnemite,Electric,Steel,https://img.pokemondb.net/sprites/sword-shield/icon/magnemite.png,325,25,35,70,95,55,45
82,Magneton,Electric,Steel,https://img.pokemondb.net/sprites/sword-shield/icon/magneton.png,465,50,60,95,120,70,70
83,Farfetch'd,Normal,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd.png,377,52,90,55,58,62,60
83,Farfetch'd,Fighting,,https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd-galarian.png,377,52,95,55,58,62,55
84,Doduo,Normal,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/doduo.png,310,35,85,45,35,35,75
85,Dodrio,Normal,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/dodrio.png,470,60,110,70,60,60,110
86,Seel,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/seel.png,325,65,45,55,45,70,45
87,Dewgong,Water,Ice,https://img.pokemondb.net/sprites/sword-shield/icon/dewgong.png,475,90,70,80,70,95,70
88,Grimer,Poison,,https://img.pokemondb.net/sprites/sword-shield/icon/grimer.png,325,80,80,50,40,50,25
88,Grimer,Poison,Dark,https://img.pokemondb.net/sprites/sword-shield/icon/grimer-alolan.png,325,80,80,50,40,50,25
89,Muk,Poison,,https://img.pokemondb.net/sprites/sword-shield/icon/muk.png,500,105,105,75,65,100,50
89,Muk,Poison,Dark,https://img.pokemondb.net/sprites/sword-shield/icon/muk-alolan.png,500,105,105,75,65,100,50
90,Shellder,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/shellder.png,305,30,65,100,45,25,40
91,Cloyster,Water,Ice,https://img.pokemondb.net/sprites/sword-shield/icon/cloyster.png,525,50,95,180,85,45,70
92,Gastly,Ghost,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/gastly.png,310,30,35,30,100,35,80
93,Haunter,Ghost,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/haunter.png,405,45,50,45,115,55,95
94,Gengar,Ghost,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/gengar.png,500,60,65,60,130,75,110
94,Gengar,Ghost,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/gengar-mega.png,600,60,65,80,170,95,130
95,Onix,Rock,Ground,https://img.pokemondb.net/sprites/sword-shield/icon/onix.png,385,35,45,160,30,45,70
96,Drowzee,Psychic,,https://img.pokemondb.net/sprites/sword-shield/icon/drowzee.png,328,60,48,45,43,90,42
97,Hypno,Psychic,,https://img.pokemondb.net/sprites/sword-shield/icon/hypno.png,483,85,73,70,73,115,67
98,Krabby,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/krabby.png,325,30,105,90,25,25,50
99,Kingler,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/kingler.png,475,55,130,115,50,50,75
100,Voltorb,Electric,,https://img.pokemondb.net/sprites/sword-shield/icon/voltorb.png,330,40,30,50,55,55,100
101,Electrode,Electric,,https://img.pokemondb.net/sprites/sword-shield/icon/electrode.png,490,60,50,70,80,80,150
102,Exeggcute,Grass,Psychic,https://img.pokemondb.net/sprites/sword-shield/icon/exeggcute.png,325,60,40,80,60,45,40
103,Exeggutor,Grass,Psychic,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor.png,530,95,95,85,125,75,55
103,Exeggutor,Grass,Dragon,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor-alolan.png,530,95,105,85,125,75,45
104,Cubone,Ground,,https://img.pokemondb.net/sprites/sword-shield/icon/cubone.png,320,50,50,95,40,50,35
105,Marowak,Ground,,https://img.pokemondb.net/sprites/sword-shield/icon/marowak.png,425,60,80,110,50,80,45
105,Marowak,Fire,Ghost,https://img.pokemondb.net/sprites/sword-shield/icon/marowak-alolan.png,425,60,80,110,50,80,45
106,Hitmonlee,Fighting,,https://img.pokemondb.net/sprites/sword-shield/icon/hitmonlee.png,455,50,120,53,35,110,87
107,Hitmonchan,Fighting,,https://img.pokemondb.net/sprites/sword-shield/icon/hitmonchan.png,455,50,105,79,35,110,76
108,Lickitung,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/lickitung.png,385,90,55,75,60,75,30
109,Koffing,Poison,,https://img.pokemondb.net/sprites/sword-shield/icon/koffing.png,340,40,65,95,60,45,35
110,Weezing,Poison,,https://img.pokemondb.net/sprites/sword-shield/icon/weezing.png,490,65,90,120,85,70,60
110,Weezing,Poison,Fairy,https://img.pokemondb.net/sprites/sword-shield/icon/weezing-galarian.png,490,65,90,120,85,70,60
111,Rhyhorn,Ground,Rock,https://img.pokemondb.net/sprites/sword-shield/icon/rhyhorn.png,345,80,85,95,30,30,25
112,Rhydon,Ground,Rock,https://img.pokemondb.net/sprites/sword-shield/icon/rhydon.png,485,105,130,120,45,45,40
113,Chansey,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/chansey.png,450,250,5,5,35,105,50
114,Tangela,Grass,,https://img.pokemondb.net/sprites/sword-shield/icon/tangela.png,435,65,55,115,100,40,60
115,Kangaskhan,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan.png,490,105,95,80,40,80,90
115,Kangaskhan,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan-mega.png,590,105,125,100,60,100,100
116,Horsea,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/horsea.png,295,30,40,70,70,25,60
117,Seadra,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/seadra.png,440,55,65,95,95,45,85
118,Goldeen,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/goldeen.png,320,45,67,60,35,50,63
119,Seaking,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/seaking.png,450,80,92,65,65,80,68
120,Staryu,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/staryu.png,340,30,45,55,70,55,85
121,Starmie,Water,Psychic,https://img.pokemondb.net/sprites/sword-shield/icon/starmie.png,520,60,75,85,100,85,115
122,Mr. Mime,Psychic,Fairy,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime.png,460,40,45,65,100,120,90
122,Mr. Mime,Psychic,Ice,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime-galarian.png,460,50,65,65,90,90,100
123,Scyther,Bug,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/scyther.png,500,70,110,80,55,80,105
124,Jynx,Ice,Psychic,https://img.pokemondb.net/sprites/sword-shield/icon/jynx.png,455,65,50,35,115,95,95
125,Electabuzz,Electric,,https://img.pokemondb.net/sprites/sword-shield/icon/electabuzz.png,490,65,83,57,95,85,105
126,Magmar,Fire,,https://img.pokemondb.net/sprites/sword-shield/icon/magmar.png,495,65,95,57,100,85,93
127,Pinsir,Bug,,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir.png,500,65,125,100,55,70,85
127,Pinsir,Bug,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir-mega.png,600,65,155,120,65,90,105
128,Tauros,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/tauros.png,490,75,100,95,40,70,110
129,Magikarp,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/magikarp.png,200,20,10,55,15,20,80
130,Gyarados,Water,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/gyarados.png,540,95,125,79,60,100,81
130,Gyarados,Water,Dark,https://img.pokemondb.net/sprites/sword-shield/icon/gyarados-mega.png,640,95,155,109,70,130,81
131,Lapras,Water,Ice,https://img.pokemondb.net/sprites/sword-shield/icon/lapras.png,535,130,85,80,85,95,60
132,Ditto,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/ditto.png,288,48,48,48,48,48,48
133,Eevee,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/eevee.png,325,55,55,50,45,65,55
133,Eevee,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/eevee-lets-go.png,435,65,75,70,65,85,75
134,Vaporeon,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/vaporeon.png,525,130,65,60,110,95,65
135,Jolteon,Electric,,https://img.pokemondb.net/sprites/sword-shield/icon/jolteon.png,525,65,65,60,110,95,130
136,Flareon,Fire,,https://img.pokemondb.net/sprites/sword-shield/icon/flareon.png,525,65,130,60,95,110,65
137,Porygon,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/porygon.png,395,65,60,70,85,75,40
138,Omanyte,Rock,Water,https://img.pokemondb.net/sprites/sword-shield/icon/omanyte.png,355,35,40,100,90,55,35
139,Omastar,Rock,Water,https://img.pokemondb.net/sprites/sword-shield/icon/omastar.png,495,70,60,125,115,70,55
140,Kabuto,Rock,Water,https://img.pokemondb.net/sprites/sword-shield/icon/kabuto.png,355,30,80,90,55,45,55
141,Kabutops,Rock,Water,https://img.pokemondb.net/sprites/sword-shield/icon/kabutops.png,495,60,115,105,65,70,80
142,Aerodactyl,Rock,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl.png,515,80,105,65,60,75,130
142,Aerodactyl,Rock,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl-mega.png,615,80,135,85,70,95,150
143,Snorlax,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/snorlax.png,540,160,110,65,65,110,30
144,Articuno,Ice,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/articuno.png,580,90,85,100,95,125,85
145,Zapdos,Electric,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/zapdos.png,580,90,90,85,125,90,100
146,Moltres,Fire,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/moltres.png,580,90,100,90,125,85,90
147,Dratini,Dragon,,https://img.pokemondb.net/sprites/sword-shield/icon/dratini.png,300,41,64,45,50,50,50
148,Dragonair,Dragon,,https://img.pokemondb.net/sprites/sword-shield/icon/dragonair.png,420,61,84,65,70,70,70
149,Dragonite,Dragon,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/dragonite.png,600,91,134,95,100,100,80
150,Mewtwo,Psychic,,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo.png,680,106,110,90,154,90,130
150,Mewtwo,Psychic,Fighting,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-mega-x.png,780,106,190,100,154,100,130
150,Mewtwo,Psychic,,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-mega-y.png,780,106,150,70,194,120,140
151,Mew,Psychic,,https://img.pokemondb.net/sprites/sword-shield/icon/mew.png,600,100,100,100,100,100,100
152,Chikorita,Grass,,https://img.pokemondb.net/sprites/sword-shield/icon/chikorita.png,318,45,49,65,49,65,45
153,Bayleef,Grass,,https://img.pokemondb.net/sprites/sword-shield/icon/bayleef.png,405,60,62,80,63,80,60
154,Meganium,Grass,,https://img.pokemondb.net/sprites/sword-shield/icon/meganium.png,525,80,82,100,83,100,80
155,Cyndaquil,Fire,,https://img.pokemondb.net/sprites/sword-shield/icon/cyndaquil.png,309,39,52,43,60,50,65
156,Quilava,Fire,,https://img.pokemondb.net/sprites/sword-shield/icon/quilava.png,405,58,64,58,80,65,80
157,Typhlosion,Fire,,https://img.pokemondb.net/sprites/sword-shield/icon/typhlosion.png,534,78,84,78,109,85,100
158,Totodile,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/totodile.png,314,50,65,64,44,48,43
159,Croconaw,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/croconaw.png,405,65,80,80,59,63,58
160,Feraligatr,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/feraligatr.png,530,85,105,100,79,83,78
161,Sentret,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/sentret.png,215,35,46,34,35,45,20
162,Furret,Normal,,https://img.pokemondb.net/sprites/sword-shield/icon/furret.png,415,85,76,64,45,55,90
163,Hoothoot,Normal,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/hoothoot.png,262,60,30,30,36,56,50
164,Noctowl,Normal,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/noctowl.png,452,100,50,50,86,96,70
165,Ledyba,Bug,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/ledyba.png,265,40,20,30,40,80,55
166,Ledian,Bug,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/ledian.png,390,55,35,50,55,110,85
167,Spinarak,Bug,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/spinarak.png,250,40,60,40,40,40,30
168,Ariados,Bug,Poison,https://img.pokemondb.net/sprites/sword-shield/icon/ariados.png,400,70,90,70,60,70,40
169,Crobat,Poison,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/crobat.png,535,85,90,80,70,80,130
170,Chinchou,Water,Electric,https://img.pokemondb.net/sprites/sword-shield/icon/chinchou.png,330,75,38,38,56,56,67
171,Lanturn,Water,Electric,https://img.pokemondb.net/sprites/sword-shield/icon/lanturn.png,460,125,58,58,76,76,67
172,Pichu,Electric,,https://img.pokemondb.net/sprites/sword-shield/icon/pichu.png,205,20,40,15,35,35,60
173,Cleffa,Fairy,,https://img.pokemondb.net/sprites/sword-shield/icon/cleffa.png,218,50,25,28,45,55,15
174,Igglybuff,Normal,Fairy,https://img.pokemondb.net/sprites/sword-shield/icon/igglybuff.png,210,90,30,15,40,20,15
175,Togepi,Fairy,,https://img.pokemondb.net/sprites/sword-shield/icon/togepi.png,245,35,20,65,40,65,20
176,Togetic,Fairy,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/togetic.png,405,55,40,85,80,105,40
177,Natu,Psychic,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/natu.png,320,40,50,45,70,45,70
178,Xatu,Psychic,Flying,https://img.pokemondb.net/sprites/sword-shield/icon/xatu.png,470,65,75,70,95,70,95
179,Mareep,Electric,,https://img.pokemondb.net/sprites/sword-shield/icon/mareep.png,280,55,40,40,65,45,35
180,Flaaffy,Electric,,https://img.pokemondb.net/sprites/sword-shield/icon/flaaffy.png,365,70,55,55,80,60,45
181,Ampharos,Electric,,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos.png,510,90,75,85,115,90,55
181,Ampharos,Electric,Dragon,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos-mega.png,610,90,95,105,165,110,45
182,Bellossom,Grass,,https://img.pokemondb.net/sprites/sword-shield/icon/bellossom.png,490,75,80,95,90,100,50
183,Marill,Water,Fairy,https://img.pokemondb.net/sprites/sword-shield/icon/marill.png,250,70,20,50,20,50,40
184,Azumarill,Water,Fairy,https://img.pokemondb.net/sprites/sword-shield/icon/azumarill.png,420,100,50,80,60,80,50
185,Sudowoodo,Rock,,https://img.pokemondb.net/sprites/sword-shield/icon/sudowoodo.png,410,70,100,115,30,65,30
186,Politoed,Water,,https://img.pokemondb.net/sprites/sword-shield/icon/politoed.png,500,90,75,75,90,100,70
